BedCt,AreaCd,Phone,PerDiem
.,781,3069740,22987
.,413,7395601,22788
.,781,3269985,21233
.,781,3317700,2288
.,781,9357700,20968
.,413,7730001,27645
.,978,7745000,23826
.,508,3843114,27474
.,781,9847226,20242
.,978,4918084,15744
.,617,3538383,23850
.,781,2758700,31055
.,617,2448480,29433
.,781,3265652,25015
.,781,5347160,23258
.,978,5367980,23670
.,508,4342010,30972
.,781,2347985,3167
.,978,7886195,2160
.,508,4325760,31424
.,508,3594532,23411
.,508,4351250,16468
.,978,5312868,19530
.,617,,23934
.,978,2810333,20491
.,617,8209803,22792
.,617,2984400,1330
.,617,2089635,2875
.,781,2357837,24650
.,978,9573223,28862
.,978,3523849,24043
.,413,5236175,13120
.,413,4390883,17068
.,413,3350782,1880
.,413,4390883,18298
.,413,4390883,30833
.,508,7357197,2349
.,617,5574989,18299
.,301,6541002,16389
.,781,9852143,30314
.,978,4437890,18583
.,978,5379900,28438
.,781,2817485,30227
.,508,9686586,25283
.,603,2338950,20662
.,617,4717200,18882
.,617,3500080,31493
.,508,2156941,19269
.,508,7923444,28711
.,617,2278829,18244
.,617,2278829,30057
.,781,3048220,22799
.,508,7913535,17255
.,508,4229231,26723
.,774,2327300,22288
.,978,9309410,30182
.,508,7965302,24235
.,978,2783320,24184
.,781,2697997,1914
.,508,2825020,22450
.,508,2190101,21221
.,508,6766235,14246
.,774,2329548,23046
.,508,8423960,14693
.,508,3934639,19148
.,978,7700359,25426
.,781,3407811,27278
.,617,8183895,16060
.,781,8857882,22516
.,781,0,25560
.,978,3321503,15150
.,508,3329559,3113
.,857,2223178,13425
.,781,3310062,1569
.,508,2195108,20636
.,508,3437227,18039
.,508,6637513,32128
.,508,6637513,17949
.,978,4597771,19770
.,781,2232852,28617
.,508,2521205,23779
.,781,3288207,31846
.,978,2086915,17393
.,781,2860303,24038
.,617,9521808,2802
.,978,9733601,19284
.,617,9473311,12892
.,508,9907670,15589
.,978,4007302,25179
.,413,5838900,21391
.,508,8202500,19784
.,413,7995627,32345
.,508,9268856,19912
.,623,3407700,27220
.,617,5574534,20570
.,508,7565690,3150
.,413,4377813,16140
.,888,7636287,17944
.,978,2475184,25836
.,413,3018561,19338
.,413,3301764,17223
.,508,2328623,15961
.,978,3322859,22246
.,781,7622929,19132
.,508,7714499,32243
.,508,6936900,1924
.,617,2883333,28679
.,978,6672600,13516
.,781,7067966,23165
.,781,4924762,15241
.,781,3536400,27027
.,617,7929548,30351
.,508,7541203,13924
.,978,8372088,27777
.,508,7470023,27530
.,978,2901124,23478
.,781,9636200,27238
.,617,9718344,25891
.,978,8346577,23718
.,781,4175000,27469
.,978,6915366,29251
.,978,8979000,27767
.,978,9227062,25467
.,781,2817415,30574
.,857,4174832,18111
.,781,3674882,13416
.,413,4553395,20982
.,508,4592424,1514
.,508,5776434,32461
.,781,4007080,21091
.,781,4007105,25525
.,508,7473521,30174
.,508,5283090,13884
.,413,7463711,32415
.,978,6583092,20153
.,508,7548205,24910
.,978,7714142,18459
.,508,7335951,25749
.,508,4041177,26975
.,781,2624900,31359
.,617,2371268,14521
.,781,7996105,14039
.,413,4994562,16632
.,508,7997674,22246
.,978,4556907,2196
.,508,9950685,21783
.,781,3833800,15385
.,781,3833811,15727
.,508,7919868,13514
.,508,3359856,28389
.,413,5331030,21764
.,508,8265387,15597
.,603,5715700,28942
.,508,8797070,22112
.,508,4706300,15321
.,978,6625242,29910
.,978,3696825,13343
.,800,6831209,15449
.,508,6751777,31560
.,781,5201183,28838
.,978,6417518,30483
.,508,3630889,26742
.,508,4354958,13470
.,508,4496435,21270
.,508,7982324,31899
.,781,2810097,19570
.,508,4552787,28864
.,781,9384095,29765
.,917,2865254,22241
.,978,2465710,1938
.,978,3981040,28268
.,781,9415145,27287
.,508,8966327,27951
.,774,2024890,25041
.,617,4818966,30341
.,508,9277877,29351
.,508,9253200,18027
.,781,3500711,29013
.,800,9855354,17530
.,774,4202702,30520
.,508,8491908,2976
.,508,3449916,3230
.,866,9379777,15916
.,781,4405641,30396
.,978,2358299,22984
.,866,9310521,20992
.,781,9865999,18887
.,413,7316522,15634
.,617,   ,30546
.,508,7561212,21187
.,617,6674349,20452
.,617,6387760,30246
.,617,7325537,30448
.,617,2521906,14979
.,617,9192272,16558
.,617,6324266,14692
.,617,4969566,18546
.,617,7322635,15666
.,617,5733006,16359
.,617,7249300,15582
.,617,2530148,3144
.,617,8553227,17148
.,617,3732101,2390
.,617,8713400,1727
.,617,9014221,32050
.,508,8561572,3238
.,617,3416692,26360
.,617,2585106,25185
